Log_ID,TicketCode,Log_createdon,PreStatus,CurrentStatus
0D0D7F0F-605B-EE11-9C28-0050568150DE,IR_1515115,9/25/23 4:57,,
A9F974CC-B083-4FB9-B463-C7070121CE6A,IR_1515115,9/20/23 11:13,InProgress,OnHold
9DFFE004-9EE5-4892-A3CD-D7975AB2A4C0,IR_1515115,9/20/23 11:13,Requeue,InProgress
DDD29ACF-9647-4650-BB95-6EA357414E86,IR_1515115,9/20/23 11:03,NULL,NULL
19DFD764-1E9A-4A55-A1B5-B5DA5AD4DF29,IR_1515115,9/20/23 11:03,NULL,NULL
1147C9C6-814E-48A6-AF4F-CB531302155C,IR_1515115,9/20/23 11:02,InProgress,Requeue
EBD99732-A557-EE11-9989-0050568E9E57,IR_1515115,9/20/23 11:02,,
C05300A3-1EB6-4237-998B-AA2195923BFA,IR_1515115,9/20/23 8:51,Requeue,InProgress
E3F465A9-7D7A-46BE-93FA-F432E7C1EF61,IR_1515115,9/20/23 8:12,NULL,NULL
514CA669-8D57-EE11-9C28-0050568150DE,IR_1515115,9/20/23 8:12,,
655F9A03-1E3F-4097-8639-E042DF834016,IR_1515115,9/20/23 7:06,InProgress,Requeue
E60F5F34-8457-EE11-9C8B-00505681E6EA,IR_1515115,9/20/23 7:06,,
FB6D84B3-196C-44CD-9D37-A3A5EEF17958,IR_1515115,9/20/23 7:06,NULL,NULL
E49BF2BE-F835-4FFC-A495-BECE78740CD9,IR_1515115,9/20/23 7:04,New,InProgress
60DB8C67-AE59-4D29-AEDD-40E1AB2FBDDD,IR_1515115,9/20/23 6:35,NULL,NULL
0E06EB50-F043-4827-8F4F-B01B07AF02FE,IR_1515115,9/20/23 6:35,NULL,New
9036BFD2-7F57-EE11-9C28-0050568150DE,IR_1515115,9/20/23 6:35,,
EF96F08F-75A7-4609-A71A-24CF13443A86,IR_1515251,9/23/23 7:09,Closed,Inactive
B08D56A1-5D83-4E83-A768-C0FED0732962,IR_1515251,9/23/23 7:09,PendingClose,Closed
3CC99AF2-8441-43E9-BDDB-404DEFD9D1DD,IR_1515251,9/23/23 7:09,InProgress,PendingClose
10B15C59-E6B8-48FD-8AC7-66789D27E57A,IR_1515251,9/23/23 7:09,NULL,NULL
590D720E-8F94-4E40-8F16-7CD6B9C555B1,IR_1515251,9/23/23 7:09,NULL,NULL
76B0FCF5-1C6E-47F1-8A3F-D4D7F471D384,IR_1515251,9/23/23 7:08,Requeue,InProgress
55F12B0D-3554-4E80-B77E-708A294F0ADF,IR_1515251,9/23/23 7:08,NULL,NULL
DA5A0C78-83FD-4F06-BE6A-8140126B726D,IR_1515251,9/23/23 7:08,InProgress,Requeue
071ABEC1-90AF-4DE2-B56E-AB8E6AC6EA67,IR_1515251,9/23/23 7:08,NULL,NULL
BD1335F0-DF59-EE11-9C77-00505681CE6C,IR_1515251,9/23/23 7:08,,
15188280-6743-4076-A477-2950A2698FE0,IR_1515251,9/20/23 10:46,Requeue,InProgress
C1FA4BBB-A3ED-4FAD-A7BE-7EBF9857BD69,IR_1515251,9/20/23 9:14,InProgress,Requeue
274BF923-9657-EE11-9D51-0050568E4E5E,IR_1515251,9/20/23 9:14,,
72C46447-1B0B-4E29-986F-D7EEB7198CC8,IR_1515251,9/20/23 9:14,NULL,NULL
2FE6D1B1-691F-42B4-B5B6-597B65CD3C52,IR_1515251,9/20/23 9:13,New,InProgress
2B9951B2-8648-48DE-9DAA-43C199279AE1,IR_1515251,9/20/23 9:09,NULL,NULL
427B6074-4E0D-4FAC-BFA0-D3331652A405,IR_1515251,9/20/23 9:09,NULL,New
E7FC8770-9557-EE11-9989-0050568E9E57,IR_1515251,9/20/23 9:09,,
2BA88920-57DB-4E4E-980F-8C463326C024,IR_1515256,9/23/23 5:03,Closed,Inactive
A9C6470B-4015-4DA5-BFA5-CAC43D2E8862,IR_1515256,9/23/23 5:03,PendingClose,Closed
5DEB6986-09D5-4F45-AD05-5899F9B1F213,IR_1515256,9/23/23 5:03,Pending Confirmation,PendingClose
A1BF357E-9B7C-406D-8814-4332EB80351F,IR_1515256,9/23/23 5:03,NULL,NULL
444D37EF-6FAC-4A75-8EEF-9E9B36114524,IR_1515256,9/23/23 5:02,InProgress,Pending Confirmation
E11C6500-031B-436E-9D54-B251A02C2259,IR_1515256,9/23/23 5:02,Requeue,InProgress
6803047D-1326-4F79-BF74-124531F8C40B,IR_1515256,9/23/23 5:01,NULL,NULL
D6D78138-E6FB-4BEB-A4CA-DE9C8D5AF502,IR_1515256,9/23/23 5:01,InProgress,Requeue
AE71DA39-A622-4A02-9A50-1D64F879839D,IR_1515256,9/23/23 5:01,NULL,NULL
E1481720-CE59-EE11-9989-0050568E9E57,IR_1515256,9/23/23 5:00,,
D3C53DDA-1CBB-4864-B721-11C1FBBC3D27,IR_1515256,9/20/23 9:22,Requeue,InProgress
8E1A2F38-8500-4844-B9A2-3A3111164BBE,IR_1515256,9/20/23 9:16,InProgress,Requeue
997F9852-9657-EE11-9989-0050568E9E57,IR_1515256,9/20/23 9:16,,
7A3842C6-FD5F-428D-A122-63CAA6E5DDED,IR_1515256,9/20/23 9:15,NULL,NULL
5F4D3F6B-34F7-4F1A-9E04-A99B8BE27DAB,IR_1515256,9/20/23 9:15,New,InProgress
2EC74BE6-0A01-47B3-B5DF-BC182D74F118,IR_1515256,9/20/23 9:13,NULL,NULL
83B8D746-2129-491A-86E7-4713FD4E6B5B,IR_1515256,9/20/23 9:13,NULL,New
A221B300-9657-EE11-9989-0050568E9E57,IR_1515256,9/20/23 9:13,,
5381CB68-795D-401C-81DD-3843AAB6C780,IR_1515286,9/23/23 4:35,Closed,Inactive
D9EF61BA-FC97-4334-9619-00B208681962,IR_1515286,9/23/23 4:35,PendingClose,Closed
30341314-6164-477C-9512-E5309EF10D07,IR_1515286,9/23/23 4:35,InProgress,PendingClose
D5AF136D-F4CC-47CD-BFAC-9287AE24EE1E,IR_1515286,9/23/23 4:35,NULL,NULL
5E2BEB76-D1A4-4D60-B8D0-40D091C4FC35,IR_1515286,9/23/23 4:34,Requeue,InProgress
6F08D94A-F192-4E9B-B72B-47A75095AC1C,IR_1515286,9/23/23 4:34,NULL,NULL
8A10FF95-DD69-4C35-9CE8-33A82EFFBEF2,IR_1515286,9/23/23 4:34,InProgress,Requeue
CDDBE3CB-ED0D-46DC-86D6-37F3D748B0B1,IR_1515286,9/23/23 4:34,NULL,NULL
41C9A441-CA59-EE11-9D51-0050568E4E5E,IR_1515286,9/23/23 4:32,,
5EBB5D50-3C15-408F-8214-567BAD5AE605,IR_1515286,9/21/23 6:13,Requeue,InProgress
0244366D-C85B-4BEF-9CD0-A028FC8B4B9C,IR_1515286,9/20/23 10:22,InProgress,Requeue
A9A54460-9537-4D87-81B4-3F70FAFFCEC7,IR_1515286,9/20/23 10:22,NULL,NULL
919FA49A-9F57-EE11-9D5A-0050568E91D3,IR_1515286,9/20/23 10:22,,
A6308806-5F29-44DF-89D6-19840E3FF5E0,IR_1515286,9/20/23 10:22,New,InProgress
568CE689-2A0E-4F21-9A4D-ACED272CB910,IR_1515286,9/20/23 9:47,NULL,NULL
DBF70FD2-CBAD-4FCB-AC98-16B416AD7DA3,IR_1515286,9/20/23 9:47,NULL,New
0F9FF5C5-9A57-EE11-9C28-0050568150DE,IR_1515286,9/20/23 9:47,,
F766A76D-0DAD-4827-A22B-698C04F6E550,IR_1515295,9/23/23 9:20,Closed,Inactive
30FF50F0-45CE-4C62-A5EB-8E89828CCA88,IR_1515295,9/23/23 9:20,PendingClose,Closed
B8BC72DD-A59E-4E2B-B1E6-E7A6DC9B218F,IR_1515295,9/23/23 9:20,InProgress,PendingClose
413BAA88-81A8-490E-8B9E-315D56109C09,IR_1515295,9/23/23 9:20,NULL,NULL
516EC620-4A24-4108-9741-A6108736C657,IR_1515295,9/23/23 9:20,NULL,NULL
41443C96-0895-46BA-B27A-DBF53C1AB20C,IR_1515295,9/23/23 9:20,Requeue,InProgress
CEE63B23-CD2D-45ED-97AB-B6ADE4CAB3AE,IR_1515295,9/23/23 9:19,NULL,NULL
D6D98BC1-9575-4BA4-8F63-BFA8157D2E11,IR_1515295,9/23/23 9:19,NULL,NULL
66D2BE0B-5256-4735-BBCB-C34188852A08,IR_1515295,9/23/23 9:19,InProgress,Requeue
C5D5F235-F259-EE11-9D51-0050568E4E5E,IR_1515295,9/23/23 9:18,,
7211796D-7F42-4D0B-90FE-355D4D272008,IR_1515295,9/21/23 5:55,Requeue,InProgress
6F2E0DDC-5AE7-4B28-B9E5-94662671775E,IR_1515295,9/20/23 10:25,InProgress,Requeue
BD9C700A-A057-EE11-9989-0050568E9E57,IR_1515295,9/20/23 10:25,,
1B72F8B3-DBA2-4BC5-979C-9F9A99B92120,IR_1515295,9/20/23 10:24,NULL,NULL
16A29431-4AF3-42D7-8388-1B6C1EA1F53B,IR_1515295,9/20/23 10:24,New,InProgress
07FFACFC-563B-4B2C-A828-6024AE2C118C,IR_1515295,9/20/23 9:58,NULL,NULL
ACF0A4C2-4A54-450C-8219-648E66CB86CF,IR_1515295,9/20/23 9:58,NULL,New
E9E4C72C-9C57-EE11-9989-0050568E9E57,IR_1515295,9/20/23 9:57,,
79AB40E2-6A6E-4E4E-AA17-13D86DA20629,IR_1515321,9/23/23 12:08,Closed,Inactive
E8B8F378-B0DB-4D3C-A2CF-B338311FD6F0,IR_1515321,9/23/23 12:08,PendingClose,Closed
01096CE3-3C0C-4BAE-9FDA-AC5DD3440341,IR_1515321,9/23/23 12:08,InProgress,PendingClose
854D7FCA-89A2-4C72-8E0B-822F0AFB74B4,IR_1515321,9/23/23 12:08,NULL,NULL
2682B682-ADEF-42B5-A42D-567894A3F894,IR_1515321,9/23/23 12:05,Requeue,InProgress
6D7055F2-4CC6-4C88-8029-296EE6DFE3D1,IR_1515321,9/23/23 12:02,NULL,NULL
3B482799-B30C-41EE-8FB3-563142A3DB1C,IR_1515321,9/23/23 12:02,NULL,NULL
437103D9-4EC8-4D65-9617-F5D238F39EC4,IR_1515321,9/23/23 12:02,InProgress,Requeue
1CC51DBB-7FD6-48A6-AF8E-541950CB4EA8,IR_1515321,9/23/23 12:02,NULL,NULL
662864EB-085A-EE11-9D51-0050568E4E5E,IR_1515321,9/23/23 12:01,,
B5B11171-E87A-4200-86AC-26D2F7230222,IR_1515321,9/21/23 6:12,Requeue,InProgress
239A0788-D959-47E0-AE85-41D3246DBA04,IR_1515321,9/20/23 10:33,InProgress,Requeue
21C1790D-A157-EE11-9989-0050568E9E57,IR_1515321,9/20/23 10:33,,
1C603B7C-2AA3-4AB7-B0EC-25BC4F0DF810,IR_1515321,9/20/23 10:31,NULL,NULL
7A144046-E53E-4AC8-90AA-88ED55D33237,IR_1515321,9/20/23 10:30,New,InProgress
19A65BFB-80F6-47D4-820F-624478A22FBD,IR_1515321,9/20/23 10:30,Unsubmit,New
DA99FBF0-C663-429D-BDC1-DEFFB0CA3882,IR_1515321,9/20/23 10:30,NULL,Unsubmit
CB1128C0-A057-EE11-9989-0050568E9E57,IR_1515321,9/20/23 10:30,,
2C14B3B7-04DB-4F14-8E8B-DA2479B99045,IR_1515360,9/23/23 10:13,Closed,Inactive
5ABCBE62-FC6B-4205-AA7D-E16B9448B969,IR_1515360,9/23/23 10:13,PendingClose,Closed
83C6E826-027E-4F30-ABF2-C9CEFE765484,IR_1515360,9/23/23 10:13,InProgress,PendingClose
DF3751BD-1706-4EC3-98D2-00F6F3425E40,IR_1515360,9/23/23 10:13,NULL,NULL
97146002-B7A3-4C91-84B2-EE43884D0E3E,IR_1515360,9/23/23 10:13,Requeue,InProgress
AF445876-2A36-4F5B-8A0E-FE81CED71866,IR_1515360,9/23/23 10:12,InProgress,Requeue
39A7A3DF-4AAA-4BC3-ACB6-3562202663E7,IR_1515360,9/23/23 10:12,NULL,NULL
5E271E15-1AE8-412E-AF72-63238B4051DC,IR_1515360,9/23/23 10:11,Requeue,InProgress
8FDAABD3-9F4D-4B49-83A9-1F824A50D7D9,IR_1515360,9/23/23 10:08,NULL,NULL
069F15AB-B398-4CCB-944B-232E2501E2F4,IR_1515360,9/23/23 10:08,InProgress,Requeue
3EBFAF4F-16FF-49BD-8905-54DF93B3710D,IR_1515360,9/23/23 10:08,NULL,NULL
4FC1BC07-F959-EE11-9989-0050568E9E57,IR_1515360,9/23/23 10:07,,
EF8733DE-F559-EE11-9C28-0050568150DE,IR_1515360,9/23/23 9:45,,
FF89373D-D89F-42D1-9064-95BE06EAED81,IR_1515360,9/20/23 12:21,Requeue,InProgress
AE9B3CCD-B7F3-472D-9C13-2FEC830C5BB8,IR_1515360,9/20/23 11:53,InProgress,Requeue
27C5C5B8-8AD8-48EE-82AE-7EA61EA213B0,IR_1515360,9/20/23 11:53,NULL,NULL
2660FD44-AC57-EE11-9989-0050568E9E57,IR_1515360,9/20/23 11:53,,
B3164DAE-468D-4088-A8E0-0C03F136E358,IR_1515360,9/20/23 11:51,Requeue,InProgress
5F8F198B-8D09-4FE6-B6D6-DBF64009BE04,IR_1515360,9/20/23 11:50,InProgress,Requeue
8A7C67E1-AB57-EE11-9C8B-00505681E6EA,IR_1515360,9/20/23 11:50,,
4282018C-E141-40FA-937C-4E52CEA10B9F,IR_1515360,9/20/23 11:49,NULL,NULL
82D27305-0CDE-4476-8A41-B2B4A24DEF5C,IR_1515360,9/20/23 11:49,New,InProgress
AFAA37C9-0FA5-4441-A27B-AD356BC789E5,IR_1515360,9/20/23 11:49,Unsubmit,New
C6FF1601-F441-46CA-9547-4174D4647965,IR_1515360,9/20/23 11:49,NULL,Unsubmit
0E1B77AF-AB57-EE11-9C8B-00505681E6EA,IR_1515360,9/20/23 11:49,,
FB03A74F-9B72-4DD9-9DC4-84A7B777C623,IR_1515406,9/23/23 11:20,Closed,Inactive
6A6392D4-9FA7-4367-A641-0372521FE5A4,IR_1515406,9/23/23 11:20,PendingClose,Closed
CFF45860-EB96-4320-9F71-6ED07C7BB886,IR_1515406,9/23/23 11:20,InProgress,PendingClose
A79621AC-CB48-4157-9FC7-73D8EFE9D953,IR_1515406,9/23/23 11:20,NULL,NULL
522C0563-CF7E-4C15-85B5-6F1CFAA7ACC1,IR_1515406,9/23/23 11:19,NULL,NULL
E9535978-EB67-46F8-8422-0D5C6734E045,IR_1515406,9/23/23 11:18,Requeue,InProgress
0E97274C-E4EF-4191-92AF-55DDE3C68511,IR_1515406,9/23/23 11:14,NULL,NULL
711C09CD-24D9-41EF-9446-92ADBF35E7E9,IR_1515406,9/23/23 11:14,InProgress,Requeue
52A30382-68EB-45C0-9A22-BB33A3F580F0,IR_1515406,9/23/23 11:14,NULL,NULL
B6092A34-025A-EE11-9C28-0050568150DE,IR_1515406,9/23/23 11:13,,
36E2D5CE-71D4-425D-ADBA-D00DCD1D7504,IR_1515406,9/23/23 11:10,Requeue,InProgress
8937D338-2E59-EE11-9C28-0050568150DE,IR_1515406,9/22/23 9:55,,
5BF4FB45-A46D-4CCD-8EAC-3295D3A0C168,IR_1515406,9/20/23 14:41,InProgress,Requeue
5BD7B4B1-C357-EE11-9C28-0050568150DE,IR_1515406,9/20/23 14:40,,
BD44B429-BA8F-48D7-91EC-F69F603093BD,IR_1515406,9/20/23 14:40,NULL,NULL
BB5C9EEC-5A98-491F-995B-4BA397943AF8,IR_1515406,9/20/23 14:40,New,InProgress
AD50505E-07C4-4704-B5AF-92011354902C,IR_1515406,9/20/23 14:32,NULL,NULL
7B0F73C4-6884-4A90-9661-8B77B8718EE9,IR_1515406,9/20/23 14:32,NULL,New
A7F8C28B-C257-EE11-9989-0050568E9E57,IR_1515406,9/20/23 14:32,,
9AEB5A0A-8C27-4B8F-86C4-1A2DC7ADF319,IR_1515407,9/30/23 5:10,Closed,Inactive
D180CF12-6E0A-4B69-B9BB-E05DAB70AA94,IR_1515407,9/30/23 5:10,PendingClose,Closed
89ABB566-165F-4621-A0A3-C8B72D4374A0,IR_1515407,9/30/23 5:10,InProgress,PendingClose
698B7410-0533-485A-BF3E-0A71537DEE5B,IR_1515407,9/30/23 5:09,NULL,NULL
BD314BC4-D7A2-45E1-BBA2-33F73EE45629,IR_1515407,9/30/23 5:09,NULL,NULL
AF3D6C8A-B20E-456D-BDF5-539F95F16753,IR_1515407,9/30/23 5:09,Requeue,InProgress
53F59DA4-3767-4F6F-B071-E25BB2CFCE06,IR_1515407,9/30/23 5:04,NULL,NULL
1CAC3597-51DA-47D3-918C-55075A27665B,IR_1515407,9/30/23 5:04,InProgress,Requeue
F3D7C2FE-9065-42AE-B69E-EA6CBC761A97,IR_1515407,9/30/23 5:04,NULL,NULL
FF0B24C6-4E5F-EE11-9C8B-00505681E6EA,IR_1515407,9/30/23 5:04,,
EF8ED3A6-A45F-4947-B546-3C6D48B5CA3D,IR_1515407,9/23/23 5:49,Requeue,InProgress
C6591290-A7A7-4D0B-BEEE-B5E918D091AB,IR_1515407,9/20/23 14:40,InProgress,Requeue
91EC8B9C-C357-EE11-9C28-0050568150DE,IR_1515407,9/20/23 14:40,,
442A3D3B-03AC-4185-881D-4DE33AD550F6,IR_1515407,9/20/23 14:40,NULL,NULL
1D7659BE-BFD9-45D0-B530-59FA2E0B84DB,IR_1515407,9/20/23 14:40,New,InProgress
180A1B23-7521-441A-A2DB-177240D378BE,IR_1515407,9/20/23 14:34,NULL,NULL
038989FD-48B5-480E-B95F-E2BD51456FF5,IR_1515407,9/20/23 14:34,NULL,New
A04C0BD3-C257-EE11-9C8B-00505681E6EA,IR_1515407,9/20/23 14:34,,
9E781947-4969-4537-9F64-3909A5A7921B,IR_1515409,9/25/23 4:29,Closed,Inactive
244BA0EF-941C-41DD-8664-DB496F01E54D,IR_1515409,9/25/23 4:29,PendingClose,Closed
099CE47F-3222-46FD-8F38-338974875D3B,IR_1515409,9/25/23 4:29,InProgress,PendingClose
3FE12A8D-5E6E-496C-A05E-25C1909B5D6A,IR_1515409,9/25/23 4:29,NULL,NULL
78EC0D84-9D2F-4193-A70A-0CD252BA3A2C,IR_1515409,9/25/23 4:28,NULL,NULL
